Year,pdf_name,Aggregated_Context,Hit_Count,Auto_Priority_Score,KEEP(1)_or_EXCLUDE(0)
2023,nime2023_86.pdf,"...computer interaction (HCI). The recon- figurable performance [INTERFACE] promotes experimentation with gestural control and mapping. ... 

 ...he hardware and design of the musical instrument and control [INTERFACE] as well as example research applications. Author Keywords el... 

 ...nship between the sound generation mechanism and the control [INTERFACE] . This virtual reconfigurablity enables users to quickly and... 

 ...he domain of DMIs because of the decoupling between physical [INTERFACE] and the software-based sound generation from the physical in... 

 ...ce and the software-based sound generation from the physical [INTERFACE] [27, 17]. The physical modularity of an interface allows use... 

 ...e physical interface [27, 17]. The physical modularity of an [INTERFACE] allows users to rearrange and redesign the physical layout o... 

 ...s users to rearrange and redesign the physical layout of the [INTERFACE] with ease. There are numerous examples of modular, recon- fi... 

 ...se. There are numerous examples of modular, recon- figurable [INTERFACES] that control digitally-produced sound [8, 13, 22, 24, 15], a...",62,179.22686304333544,0
2018,nime2018_Reid.pdf,"...over the last few decades. The field of music technology and [INTERFACE] design has a significant gender imbalance, with men greatly ... 

 ...ficant gender imbalance in the field of music technology and [INTERFACE] design, with men far outnumbering women. Evidence of this ca... 

 ...pe into three main categories:  1. Gestural Controllers: new [INTERFACES] with which to trigger, synthesize, or otherwise control soun... 

 ...s to capture movements and hand positions, which are used to [INTERFACE] with sample playback and granular synthesis processes [23]. ... 

 ...veloped the Spring Spyre (Figure 5), a circular spring-based [INTERFACE] that uses Rebecca Fiebrink’s machine learning software Wekin... 

 ... collaboration with Curtis Bahn [10]. SSpeaPer is a wireless [INTERFACE] that is worn by a dancer and uses tilt sensors to detect mot... 

 ...s. Sasha Leitman18 currently teaches public workshops on new [INTERFACE] design, fabrication, and computer music at Stanford Universi... 

 ...es [17].    Figure 10. Laser Koto       Figure 11. Long Tube [INTERFACE] In 2006, violinist, composer and researcher Mari Kimura21 wa...",35,169.54995121918344,0
2023,nime2023_78.pdf,"...are of instruments like “steel guitar” or “keyboard gusli” ( [CLAVICHORD] Gusli), which can be left for now as a peculiar mutations. W... 

 ...Morphological evolution of musical [INTERFACE] : design approach (work in progress) S.K. Kasich Computer Mu... 

 ...nal concept, which can be used for the direct prototyping of [INTERFACES] . Mainly by introducing metaphorical “DNA”, inside which the... 

 ...design, ergonomics, playability, methodology, human computer [INTERFACE] CCS Concepts • Applied computing → Sound and music computing... 

 ...t does so in an intersection between Ergonomics, Kinematics, [INTERFACE] Design, Organology, Semiotics, Topology etc. We can use a te... 

 ...term, taken from biology, and call it “Morphology of musical [INTERFACES] ''. In this paper we apply a biological metaphor even furthe... 

 ...hus we are talking about “Morphological Evolution of Musical [INTERFACE] ” as a subdivision of the aforementioned “science” - observa... 

 ...gy. We will be using terms “musical instrument” and “musical [INTERFACE] ” in a lot of cases here as synonyms. We will use the term “...",32,169.0061486393011,0
2020,nime2020_79.pdf,"...an from Greek antiquity, then onwards (and  outwards) to the [HARPSICHORD] , carillon, pianoforte, Hammond  organ, Moog synthesizer, an... 

 ...ver, the  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 405 succe... 

 ...erlap in  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 406 their... 

 ... shape even our seemingly ‘rudimentary’ behaviours.   At the [INTERFACE] between ecological psychology and enactivism,  taking inspir... 

 ... network  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 407 of ex... 

 ...trument.  Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 408 5.1 O... 

 ...ed on a string- bridge plate model excited by a string-board [INTERFACE] with 32  adjustable parameters controlled by individual knob... 

 ...the musical instrumental  affordances. Moreover, the digital [INTERFACE] allows measurement  of the musicians’ interactions with the ...",19,168.93450642592836,0
2021,nime2021_20.pdf,"...International Conference on New [INTERFACES] for Musical Expression Musical Exploration of Volumetric Tex... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression Musical Exploration of Volumetric Tex... 

 ...i n g  a  b r a i n  s c a n International Conference on New [INTERFACES] for Musical Expression Musical Exploration of Volumetric Tex... 

 ...both VR and MR, drawing  advantages from advances in 3D User [INTERFACES] . In this paper, we investigate the exploration of 3D textur... 

 ...estures on the touchscreen.  International Conference on New [INTERFACES] for Musical Expression Musical Exploration of Volumetric Tex... 

 ...m for the exploration of music  samples using a 2D graphical [INTERFACE] . Corpus-based concatenative synthesis,  introduced by Schwa... 

 ...hwarz et al. [5], provides another example where a graphical [INTERFACE] allows users to explore sound samples placed in a 2D space a... 

 ...17] investigates sonic exploration using a haptic  malleable [INTERFACE] . Finally, Tubb and Dixon [18] examine two graphical interfa...",45,168.20188731209106,0
2022,nime2022_9.pdf,"...International Conference on New [INTERFACES] for Musical Expression Slapbox: Redesign of a Digital Musica... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression Slapbox: Redesign of a Digital Musica... 

 ... be modeled as a continuous  International Conference on New [INTERFACES] for Musical Expression Slapbox: Redesign of a Digital Musica... 

 ...eated using  specific synthesis goals to design the physical [INTERFACE] [13]. A standard paradigm for musical interaction proposed b... 

 ...stures are used to select a  International Conference on New [INTERFACES] for Musical Expression Slapbox: Redesign of a Digital Musica... 

 ... printed frame. Orientation  International Conference on New [INTERFACES] for Musical Expression Slapbox: Redesign of a Digital Musica... 

 ...  w i t h  s p e a k e r s . International Conference on New [INTERFACES] for Musical Expression Slapbox: Redesign of a Digital Musica... 

 ...sers real-time control over  International Conference on New [INTERFACES] for Musical Expression Slapbox: Redesign of a Digital Musica...",43,166.06358953073834,0
2023,nime2023_17.pdf,"...ensions, particularly when using hand-tracking in a creative [INTERFACE] . Existing musical interfaces with head- mounted displays us... 

 ...sing hand-tracking in a creative interface. Existing musical [INTERFACES] with head- mounted displays use dedicated input devices that... 

 ...l experience. The mobile musical ex- perience with a spatial [INTERFACE] design allowed performers to be more bodily engaged and faci... 

 ...loped understanding of potentials and challenges in AR-based [INTERFACE] design for musical creativity. CCS Concepts •Human-centered ... 

 ...d music computing; 1. INTRODUCTION Research into new musical [INTERFACES] has often been driven by new types of computers that enable ... 

 ...tand musical experiences that are possible with this type of [INTERFACE] . mounted computers such as Microsoft’s HoloLens or Meta’s Q... 

 ... interaction. We pre- sented musicians with a simple musical [INTERFACE] represent- ing a cylindrical keyboard on a Microsoft HoloLen... 

 ...lindrical keyboard on a Microsoft HoloLens 2. Sounds in this [INTERFACE] could be triggered by touching one or more cubic keys. Study...",59,162.51229866876145,0
2021,nime2021_22.pdf,"...International Conference on New [INTERFACES] for Musical Expression Grisey’s 'Talea': Musical Representat... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression Grisey’s 'Talea': Musical Representat... 

 ... between different auditory  International Conference on New [INTERFACES] for Musical Expression Grisey’s 'Talea': Musical Representat... 

 ..., Disley, Howard et al have  International Conference on New [INTERFACES] for Musical Expression Grisey’s 'Talea': Musical Representat... 

 ...eforms9. Giannakis’ Sound Mosaics (2001) is a prototype user [INTERFACE] for sound synthesis based on direct manipulation of visual r... 

 ...ative and creative learning  International Conference on New [INTERFACES] for Musical Expression Grisey’s 'Talea': Musical Representat... 

 ...t of phase with each other.  International Conference on New [INTERFACES] for Musical Expression Grisey’s 'Talea': Musical Representat... 

 ... o f  t h e  s p i r a l s . International Conference on New [INTERFACES] for Musical Expression Grisey’s 'Talea': Musical Representat...",35,161.57410421737222,0
2023,nime2023_8.pdf,"...Prehistoric NIME: Revisiting Research on New Musical [INTERFACES] in the Computer Music Community before NIME Marcelo M. Wande... 

 ... marcelo.wanderley@mcgill.ca ABSTRACT The history of the New [INTERFACES] for Musical Expression (NIME) conference starts with the fir... 

 ...tors in Comput- ing Systems in 2001. But research on musical [INTERFACES] has a rich ”prehistoric” phase with a substantial amount of ... 

 ... This paper highlights the variety and importance of musical [INTERFACE] - related research between the mid-1970s and 2000 published ... 

 ...nal. It discusses some early examples of research on musical [INTERFACES] published in these venues, then re- views five other sources... 

 ...is work is meant as a step into a more inclusive approach to [INTERFACE] design by facilitating the integration of as many relevant r... 

 ...everal publications from the international conference on New [INTERFACES] for Musical Expression (NIME) have focused on various aspect... 

 ...regarding decades of rel- evant previous research on musical [INTERFACES] , b) ignoring pertinent recent papers published in other ven...",87,161.437867797713,0
2022,nime2022_50.pdf,"...International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The 10,000 Instruments Wo... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The 10,000 Instruments Wo... 

 ...orkshop, a collaborative online event  conceived to generate [INTERFACE] ideas and speculate on music technology through open- ended ... 

 ...sitions as well as unconventional visions of  future musical [INTERFACES] and instruments. This article describes the 10,000 Instrumen... 

 ...humanities ~ Performing arts International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The 10,000 Instruments Wo... 

 ...sonal views, provide design  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The 10,000 Instruments Wo... 

 ...opportunity to experiment with alternative  ways to generate [INTERFACE] ideas and speculate on music tech through open-ended  artefa... 

 ... music technology contexts.  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The 10,000 Instruments Wo...",51,161.37809151449966,0
2006,nime2006_Kiser.pdf,"...ather Louis Bertrand  Castel, a Jesuit monk, built an Ocular [HARPSICHORD] around 1730  that involved a six-foot frame above a regular ... 

 ... around 1730  that involved a six-foot frame above a regular [HARPSICHORD] .  A  system of pulleys and rope would lift small curtains o... 

 ... the instrument.  Each curtain corresponded to a  key on the [HARPSICHORD] . Development of the color organ  continued, and several inv... 

 ..., NY 10003 spencerk@nyu.edu ABSTRACT This report presents an [INTERFACE] for musical performance called  the spinCycle.  spinCycle en... 

 ...nected to a  multimedia computer. Several variations of  the [INTERFACE] have  been implemented, each involving different audio conte... 

 ...(s). Proceedings of the 2006 International Conference on New [INTERFACES] for Musical Expression (NIME06), Paris, France 75 points out... 

 ...parameters (delay, pan, on/off).[7] Other recently developed [INTERFACES] worth noting that involve  using tangible objects on a surfa... 

 ...and  saturation; these parameters are adjusted in a software [INTERFACE] in the current prototype. 3.2 Software The application was d...",19,161.25652524005298,0
2019,nime2019_Wang.pdf,"...siderations for MIDI over Bluetooth Low Energy as a Wireless [INTERFACE] Johnty Wang Input Devices and Music Interaction Lab/CIRMMT M... 

 ...rface (MIDI) over Bluetooth Low Energy (BLE) as a wire- less [INTERFACE] for sensor or controller data and inter-module communication... 

 ...erform three complementary tests on BLE MIDI and alternative [INTERFACES] using prototype and commercial devices, showing that BLE MID... 

 ...ll, BLE MIDI is a viable solution for controllers and sensor [INTERFACES] that are designed to work on a wide variety of platforms. Au... 

 ...on a wide variety of platforms. Author Keywords MIDI, Sensor [INTERFACES] , Latency CCS Concepts •Hardware →Sensor devices and platfor... 

 ...ansmission and reception of control data arising from sensor [INTERFACES] [13] or intermediary processing modules. Performance charac-... 

 ...s and compatibility are main issues when implement- ing such [INTERFACES] , and in this work we describe an inter- face that implement... 

 ...ents the messaging speciﬁcations of Music Instrument Digital [INTERFACE] (MIDI) protocol over a Blue- tooth Low Energy (BLE) connecti...",64,161.16529060148818,0
2016,nime2016_Wang.pdf,"...e design, physical interaction design, mobile music, musical [INTERFACE] , gamification, game studies.  ACM Classification H.5.5 [Inf... 

 ...cation, game studies.  ACM Classification H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing–Methodologies an... 

 ...c Computing–Methodologies and Techniques, H.5.2 [Information [INTERFACES] and Presentation] User Interfaces–Theory and Methods, H.1.2 ... 

 ...niques, H.5.2 [Information Interfaces and Presentation] User [INTERFACES] –Theory and Methods, H.1.2 [Information Systems] User/Machin... 

 ...ames such as PaRappa the Rapper [17].  Custom computer music [INTERFACES] have   Permission to make digital or hard copies of all or p... 

 ...ion of a “correct” tempo.  Figure 1. Magic Piano’s core game [INTERFACE] : dots encode pitch, while player maintains control over mus... 

 ...ic is based on a virtual iPad-based three-string fiddle-like [INTERFACE] [29] with continuous pitch mappings, and the ability to “bow... 

 ...ous pitch mappings, and the ability to “bow” (via a circular [INTERFACE] ) and “pluck” (running finger across or tapping the string n...",33,159.97571959191953,0
2005,nime2005_Marinelli.pdf,"... particularly exploring the potential of water as an emotive [INTERFACE] . Keywords New interface, water, pipe organ, natural media, ... 

 ...the potential of water as an emotive interface. Keywords New [INTERFACE] , water, pipe organ, natural media, PIC microcontroller, win... 

 ... media, PIC microcontroller, wind instrument, human computer [INTERFACE] . 1. INTRODUCTION The human body is mostly water.  We live i... 

 ...he Mocean project began in 2003 as an exploration of organic [INTERFACES] . The idea was to use a natural medium, water, to produce el... 

 ...tude envelopes from the pipes: sounds that matched the water [INTERFACE] .  The additional harmonics produced in the different module... 

 ...ors. Proceedings of the 2005 International Conference on New [INTERFACES] for Musical Expression (NIME05), Vancouver, BC, Canada 272... 

 ...as an emotive interface. Keywords New interface, water, pipe [ORGAN] , natural media, PIC microcontroller, wind instrument, human... 

 ...er is translated into movement of air in an array of antique [ORGAN] pipes suspended above the water. The sound of the organ pipe...",17,157.79835235167445,0
2017,nime2017_rlindell.pdf,"...als, Interaction Design ACM Classiﬁcation H.5.5 [Information [INTERFACES] and Presentation] Sound and Music Computing, J.5 [Arts and H... 

 ...uting, J.5 [Arts and Humanities] Performing arts, H.5.2 User [INTERFACES] . 1. INTRODUCTION We need to be critical to the digitalisati... 

 ...rought ubiquitous computing (UbiComp) [22] and tangible user [INTERFACES] (TUI) [8]. Both these ﬁelds are still vital and Licensed und... 

 ... Ubi- Comp and TUI was founded in a notion that the computer [INTERFACE] ought to be richer than mouse-keyboard-screen. Dourish put t... 

 ..., presents a unique insight into the research embodied audio [INTERFACES] and en- vironments. Van Troyer [20] illustrates with three p... 

 ...ion via gestures embodied interaction is also used for novel [INTERFACES] . Yamaguchi et al. [23] designed a wireless music interface ... 

 ... interfaces. Yamaguchi et al. [23] designed a wireless music [INTERFACE] in the form of a ball. The performers’ movements and grip pr... 

 ... editors, Proceedings of the International Conference on New [INTERFACES] for Musical Expression, pages 103–106, Baton Rouge, Louisian...",26,152.814617136212,0
2021,nime2021_54.pdf,"...International Conference on New [INTERFACES] for Musical Expression Self-resonating Vibrotactile Feedback... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression Self-resonating Vibrotactile Feedback... 

 ...at is both the means of sound  production and the expressive [INTERFACE] . Through the lens of contemporary SRIs, we  reflect on how ... 

 ...mputing; Performing arts; Hardware → Communication hardware, [INTERFACES] and storage; Tactile and  hand-based interfaces;  Human-cent... 

 ...on hardware, interfaces and storage; Tactile and  hand-based [INTERFACES] ;  Human-centered computing → Interaction design; Interactio... 

 ...ory,  concepts and paradigms International Conference on New [INTERFACES] for Musical Expression Self-resonating Vibrotactile Feedback... 

 ..., who can intervene in the signal flow at various points, or [INTERFACE] via  the physically resonating material (e.g. strings, membr... 

 ... and instrumental practice.  International Conference on New [INTERFACES] for Musical Expression Self-resonating Vibrotactile Feedback...",45,147.26806681177874,0
2021,nime2021_4.pdf,"...International Conference on New [INTERFACES] for Musical Expression Documentation and Replicability in th... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression Documentation and Replicability in th... 

 ... in novelty and idiosyncrasy (the conference is  named ""new"" [INTERFACES] for musical expression). Our community’s quest for novelty  ... 

 ...or b) tweaking designs  → →  International Conference on New [INTERFACES] for Musical Expression Documentation and Replicability in th... 

 ...The generation of new contexts in  which new instruments and [INTERFACES] can be interpreted, understood, and enjoyed can  be fostered... 

 ...ontext-dependent attributes. International Conference on New [INTERFACES] for Musical Expression Documentation and Replicability in th... 

 ...istory is littered with once- interesting but now-unplayable [INTERFACES] , artifacts, and systems—unplayable due to  age, breakage, o... 

 ...mpact of this device in the  International Conference on New [INTERFACES] for Musical Expression Documentation and Replicability in th...",41,147.22030092396355,0
2020,nime2020_40.pdf,"... in the early period of learning.    Author Keywords  Visual [INTERFACE] , multimodal learning, adaptive learning.     CCS Concepts  ... 

 ...pe II skills, can be gained from interacting with multimodal [INTERFACES] .   We aim to explore the question above. In this study, we ... 

 ...active  Rainbow Score, an interactive and intelligent visual [INTERFACE] inspired by chromagram [2] and piano roll [13] representatio... 

 ...agram [2] and piano roll [13] representations.  This current [INTERFACE] is customized for elementary flute  performance and has thre... 

 ...ding. Second, real-time visual feedback is displayed on  the [INTERFACE] to further strengthen the visual-motor association.  Third, ... 

 ... efficiency by 31.1%.   In the next section, we describe the [INTERFACE] design in detail.  We present the learning strategy in Secti... 

 ...on 6.     Proceedings of the International Conference on New [INTERFACES] for Musical Expression (NIME-20), Birmingham, 2020 208   Fig... 

 ... 208   Figure 2. An illustration of the Rainbow Score visual [INTERFACE] .    Figure 3. The corresponding modern staff notation. 2. I...",38,147.0706106232371,0
2021,nime2021_27.pdf,"...International Conference on New [INTERFACES] for Musical Expression The Body Electric: A NIME designed th... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression The Body Electric: A NIME designed th... 

 ...s the soma design process of creating Body Electric: a novel [INTERFACE] for the capture and use of biofeedback signals and physiolog... 

 ...sic computing; Performing arts; •Human- centered computing → [INTERFACE] design prototyping; soma design; biosensing; 1. Introduction... 

 ...of biosensors has resulted in the development of new musical [INTERFACES] which harness biosignals, spatial and gestural data to eithe... 

 ...5] [16]. However, there appears to be a gap in the design of [INTERFACES] for controlling and  processing vocal sound. Although there ... 

 ... work and research in voice  International Conference on New [INTERFACES] for Musical Expression The Body Electric: A NIME designed th... 

 ...ol parameter within NIMEs have seen the development of novel [INTERFACES] and instruments, and investigated couplings between music co...",82,146.4762607338615,0
2025,nime2025_63.pdf,"...sory NIME design principles may inform the design of musical [INTERFACES] tailored for children with Autism Spectrum Disorder (ASD), f... 

 ... including the potential benefits of autism specific musical [INTERFACES] for younger users.   Autism Spectrum Disorder (ASD) any one ... 

 ...daptive technologies that cater to both SOR and SUR, musical [INTERFACES] can provide real-time flexibility, enhancing sensory modulat... 

 ...viduals with ASD.    2.1 Limitations of Conventional Musical [INTERFACES] for ASD   Traditional sensory interventions, such as Sensory... 

 ...nge of sensory processing differences. The design of musical [INTERFACES] for ASD must prioritize real-time adaptability, personalizat... 

 ...ability, and user-centered design. In the context of musical [INTERFACES] , these innovations present a compelling opportunity to enha... 

 ...sponsive method for addressing sensory challenges.   Musical [INTERFACES] for children with ASD exist at the intersection of sensory i... 

 ...interventions, which often impose external frameworks, these [INTERFACES] empower children to explore sound, rhythm, and multisensory ...",97,146.46275407134902,0
2004,nime2004_Pashenkov.pdf,"...ABSTRACT This report presents a novel [INTERFACE] for musical performance  which utilizes a record-player turn... 

 ... the machine’s optical cartridge.  The result is a  tangible [INTERFACE] that allows the user to manipulate pre-arranged  musical mat... 

 ...to  form a dynamic mix.  A functional implementation of this [INTERFACE] is discussed in view of historical background and other exam... 

 ...ntral element. Keywords Interaction, visualization, tangible [INTERFACE] , controllers, optical  turntable, performance. 1. INTRODUCT... 

 ...h is accompanied by a functional  prototype of a new musical [INTERFACE] that seeks to establish a  continuity with the historical tr... 

 ...ld a digital  sequencing instrument that could be used as an [INTERFACE] for real- time structuring and manipulation of musical event... 

 ... that enables  the user to utilize an actual turntable as an [INTERFACE] to a computer.  [13]  However, these state-of-the-art commer... 

 ...rence last year describes a prototype  turntable-to-computer [INTERFACE] which suggests that there is a  new generation of ideas in t...",28,145.79814244064832,0
2009,nime2009_Schlessinger.pdf,"...ezo, plucked  string, electro-acoustic instruments, kalimba, [ACCORDION] 1. Introduction    The Kalichord is a new plucked string ins... 

 ... handed  interplay  is  relatively  easy  on  the  piano  or [ACCORDION] , but is more difficult with most plucked string  instrument... 

 ...al  harp.  However,  our  greatest  influence was the button [ACCORDION] .  Like the accordion,  the Kalichord has bass buttons under... 

 ...our  greatest  influence was the button accordion.  Like the [ACCORDION] ,  the Kalichord has bass buttons under the left hand, melod... 

 ...ay The design  of the Kalichord  is  similar to  that  of an [ACCORDION] , with  bass buttons  on the left side and  piezo   tines on... 

 ...  innovative new tunings. There have been a number of guitar [INTERFACES] (such as  the  Ztar  [3]  and  Yamaha  EZ-GE  [4])  that  co... 

 ...th the increase in power and   lowered cost of today's audio [INTERFACES] , the use of audio  rate  controllers  is  now  possible  ev... 

 ...ent  setup,  the  pluck  signal  goes  through  a   hardware [INTERFACE] and into a computer running Max/MSP   [12],  where  the  str...",15,144.99394345639055,0
2022,nime2022_54.pdf,"...International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc... 

 ...orators [1]. Modularity and  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc... 

 ... e r s  t o o k  p l a c e . International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc... 

 ...ó l f s s o n ,  p . 8 4 ) . International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc... 

 ...e e  E y j ó l f s s o n ) . International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc... 

 ...Its aesthetic is unfinished  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc... 

 ... 4 e 6 ? m o d e = e m b e d International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Proto-Langspil: Launc...",36,144.9384377670042,0
2025,nime2025_29.pdf,"...(physiology). When creating digital musi- cal instruments or [INTERFACES] (DMIs), the designer is required to manipulate digital techn... 

 ...l and interactions [66]. The International Conference on New [INTERFACES] for Musical Expression (NIME) and related communities of dig... 

 ...oreover encapsulated in the MIDI (Musical Instrument Digital [INTERFACE] ) protocol. Puckette [63] has disclosed that the early work ... 

 ...les [55]. Soraghan et al. [82] explicitly designed a control [INTERFACE] based on the “luminance-texture-mass” semantic model of timb... 

 ...idian space multi-dimensional scaling, cites previous model/ [INTERFACE] [88] articulation; brightness; differentiation; envelope; fr... 

 ...mbres. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression . Shanghai, China. https://doi.org/10... 

 ...- tory. InProceedings of the International Conference on New [INTERFACES] for Musical Expression. Shanghai, China. https://doi.org/10.... 

 ...ation. In Proceedings of the International Conference on New [INTERFACES] for Musical Expression . New York City, NY, United States, 2...",42,144.87061897835787,0
2018,nime2018_xia.pdf,"...ShIFT: A Semi-haptic [INTERFACE] for Flute Tutoring    Gus G. Xia New York University, Shangh... 

 ...ecessitates layers of sophistication and abstraction. Haptic [INTERFACES] open another door to the music world for the vast majority o... 

 ...training methods are not effective. However, existing haptic [INTERFACES] can only deal with specially designed pieces with great rest... 

 ...ur ShIFT system breaks such restrictions using a semi-haptic [INTERFACE] . For the first time, the pitch range of the haptically lear... 

 ...ment learning process. Experiments show that our semi-haptic [INTERFACE] is effective as long as learners are not “tone deaf.” Using ... 

 ...er compared to learning from videos.  Author Keywords Haptic [INTERFACE] , Music Tutoring, Computer-aided learning, Flute.  CCS Conce... 

 ... such a complex learning procedure using a novel semi-haptic [INTERFACE] , leading to a more effective instrument learning method whe... 

 ...This insight motivates us to teach instruments with a haptic [INTERFACE] , skipping other layers of abstraction in order to achieve a...",43,143.94435593942964,0
2022,nime2022_30.pdf,"...International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E... 

 ... Sound and music computing;  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E... 

 ...l audience or musician  4 4  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E... 

 ...ing of creative possibility. International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E... 

 ... performance  4 4  D ♯  E ♭  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E... 

 ...4 4  4  4  4  4  4  4  4  4  International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E... 

 ...ing of non- TDM drivers[26]. International Conference on New [INTERFACES] for Musical Expression • NIME 2022 The Other Hegemony: E...",41,142.70528436143903,0
2021,nime2021_62.pdf,"...International Conference on New [INTERFACES] for Musical Expression The Timbre Explorer: A Synthesizer In... 

 ...es for Musical Expression The Timbre Explorer: A Synthesizer [INTERFACE] for Educational Purposes and Perceptual Studies Joshua Ryan ... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression The Timbre Explorer: A Synthesizer In... 

 ...es for Musical Expression The Timbre Explorer: A Synthesizer [INTERFACE] for Educational Purposes and Perceptual Studies 2 ABSTRACT W... 

 ...gn and implementation of the  Timbre Explorer, a synthesizer [INTERFACE] based on efforts to dimensionalize this  perceptual concept.... 

 ...ness, spectral flux, and spectral  density. A graphical user [INTERFACE] supports user understanding with live visualizations  of the... 

 ...  of the effects of each dimension. The applications of this [INTERFACE] are three-fold;  further perceptual timbre studies, usage as... 

 ...bre MDS studies, dimensions  International Conference on New [INTERFACES] for Musical Expression The Timbre Explorer: A Synthesizer In...",28,141.8745940792726,0
2021,nime2021_28.pdf,"...International Conference on New [INTERFACES] for Musical Expression Reimagining (Accessible) Digital Musi... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression Reimagining (Accessible) Digital Musi... 

 ...ls 2 ABSTRACT This paper discusses findings from a survey on [INTERFACES] for making electronic music.  We invited electronic music ma... 

 ... practice  and setup and to imagine and describe their ideal [INTERFACE] for music-making. We also  asked them to reflect on the stat... 

 ...y electronic music makers, reflections on how imagined novel [INTERFACES] could  address such limitations, and positive attitudes towa... 

 ...d setup, and invite them to imagine and describe their ideal [INTERFACE] , if such a thing could exist. Of particular interest was to... 

 ...r-represented in the global  International Conference on New [INTERFACES] for Musical Expression Reimagining (Accessible) Digital Musi... 

 ...ticipants from taking part.  International Conference on New [INTERFACES] for Musical Expression Reimagining (Accessible) Digital Musi...",86,140.72553366230534,0
2022,nime2022_27.pdf,"...International Conference on New [INTERFACES] for Musical Expression Cubing Sound: Designing a NIME for He... 

 ...national License (CC-BY 4.0) International Conference on New [INTERFACES] for Musical Expression Cubing Sound: Designing a NIME for He... 

 ...l digital form, new opportunities for musical expression and [INTERFACE] are  presented. Yet few works consider whether and how the d... 

 ...een the performer and sound as a  creative expression. Three [INTERFACE] prototypes are created for a frequency modulation  synthesis... 

 ...r designs explore free-hand and embodied  interaction in our [INTERFACES] , and we reflect on how these unique qualities of HMAR  cont... 

 ...through mobile devices  [6]. International Conference on New [INTERFACES] for Musical Expression Cubing Sound: Designing a NIME for He... 

 ...usic performance [9].  More importantly, the continuum of AR [INTERFACES] from mobile devices such as  smartphones or tablets to HMDs ... 

 ...iven by two questions: 1) What factors constitute  a genuine [INTERFACE] for music expression that suits a HMAR environment? 2) How d...",88,140.17712870454662,0
