Year,pdf_name,ID,title,author,keywords,abstract,doi,bibtex
2014,nime2014_ngold.pdf,nime2014_ngold,Lessons Learned in Exploring the Leap Motion(TM) Sensor for Gesture-based Instrument Design,Jihyun Han and Nicolas Gold,,"The Leap Motion(TM) sensor offers fine-grained gesture-recognition and hand tracking. Since its release, there have been several uses of the device for instrument design, musical interaction and expression control, documented through online video. However, there has been little formal documented investigation of the potential and challenges of the platform in this context. This paper presents lessons learned from work-in-progress on the development of musical instruments and control applications using the Leap Motion(TM) sensor. Two instruments are presented: Air-Keys and Air-Pads and the potential for augmentation of a traditional keyboard is explored. The results show that the platform is promising in this context but requires various challenges, both physical and logical, to be overcome.",10.5281/zenodo.1178784,"@inproceedings{nime2014_ngold,
 abstract = {The Leap Motion(TM) sensor offers fine-grained gesture-recognition and hand tracking. Since its release, there have been several uses of the device for instrument design, musical interaction and expression control, documented through online video. However, there has been little formal documented investigation of the potential and challenges of the platform in this context. This paper presents lessons learned from work-in-progress on the development of musical instruments and control applications using the Leap Motion(TM) sensor. Two instruments are presented: Air-Keys and Air-Pads and the potential for augmentation of a traditional keyboard is explored. The results show that the platform is promising in this context but requires various challenges, both physical and logical, to be overcome.},
 address = {London, United Kingdom},
 author = {Jihyun Han and Nicolas Gold},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1178784},
 issn = {2220-4806},
 month = {June},
 pages = {371--374},
 publisher = {Goldsmiths, University of London},
 title = {Lessons Learned in Exploring the Leap Motion(TM) Sensor for Gesture-based Instrument Design},
 url = {http://www.nime.org/proceedings/2014/nime2014_485.pdf},
 year = {2014}
}
"
2007,nime2007_Paine.pdf,nime2007_Paine,The Thummer Mapping Project (ThuMP),"Paine, Garth and Stevenson, Ian and Pearce, Angela","Musical Instrument Design, Mapping, Musicianship, evaluation, testing. ","This paper presents the Thummer Mapping Project (ThuMP), an industry partnership project between ThumMotion P/L and The University of Western Sydney (UWS). ThuMP sought to developing mapping strategies for new interfaces for musical expression (NIME), specifically the ThummerTM, which provides thirteen simultaneous degrees of freedom. This research presents a new approach to the mapping problem resulting from a primary design research phase and a prototype testing and evaluation phase. In order to establish an underlying design approach for the ThummerTM mapping strategies, a number of interviews were carried out with high-level acoustic instrumental performers, the majority of whom play with the Sydney Symphony Orchestra, Sydney, Australia. Mapping strategies were developed from analysis of these interviews and then evaluated in trial usability testing.",10.5281/zenodo.1177217,"@inproceedings{nime2007_Paine,
 abstract = {This paper presents the Thummer Mapping Project (ThuMP), an industry partnership project between ThumMotion P/L and The University of Western Sydney (UWS). ThuMP sought to developing mapping strategies for new interfaces for musical expression (NIME), specifically the ThummerTM, which provides thirteen simultaneous degrees of freedom. This research presents a new approach to the mapping problem resulting from a primary design research phase and a prototype testing and evaluation phase. In order to establish an underlying design approach for the ThummerTM mapping strategies, a number of interviews were carried out with high-level acoustic instrumental performers, the majority of whom play with the Sydney Symphony Orchestra, Sydney, Australia. Mapping strategies were developed from analysis of these interviews and then evaluated in trial usability testing.},
 address = {New York City, NY, United States},
 author = {Paine, Garth and Stevenson, Ian and Pearce, Angela},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1177217},
 issn = {2220-4806},
 keywords = {Musical Instrument Design, Mapping, Musicianship, evaluation, testing. },
 pages = {70--77},
 title = {The Thummer Mapping Project (ThuMP)},
 url = {http://www.nime.org/proceedings/2007/nime2007_070.pdf},
 year = {2007}
}
"
2020,nime2020_62.pdf,nime2020_62,KnittedKeyboard: Digital Knitting of Electronic Textile Musical Controllers,"Wicaksono, Irmandy and Paradiso, Joseph",,"In this work, we have developed a textile-based interactive surface fabricated through digital knitting technology. Our prototype explores intarsia, interlock patterning, and a collection of functional and non-functional fibers to create a piano-pattern textile for expressive and virtuosic sonic interaction. We combined conductive, thermochromic, and composite yarns with high-flex polyester yarns to develop KnittedKeyboard with its soft physical properties and responsive sensing and display capabilities. The individual and combination of each key could simultaneously sense discrete touch, as well as continuous proximity and pressure. The KnittedKeyboard enables performers to experience fabric-based multimodal interaction as they explore the seamless texture and materiality of the electronic textile.",10.5281/zenodo.4813391,"@inproceedings{nime2020_62,
 abstract = {In this work, we have developed a textile-based interactive surface fabricated through digital knitting technology. Our prototype explores intarsia, interlock patterning, and a collection of functional and non-functional fibers to create a piano-pattern textile for expressive and virtuosic sonic interaction. We combined conductive, thermochromic, and composite yarns with high-flex polyester yarns to develop KnittedKeyboard with its soft physical properties and responsive sensing and display capabilities. The individual and combination of each key could simultaneously sense discrete touch, as well as continuous proximity and pressure. The KnittedKeyboard enables performers to experience fabric-based multimodal interaction as they explore the seamless texture and materiality of the electronic textile.},
 address = {Birmingham, UK},
 author = {Wicaksono, Irmandy and Paradiso, Joseph},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.4813391},
 editor = {Romain Michon and Franziska Schroeder},
 issn = {2220-4806},
 month = {July},
 pages = {323--326},
 publisher = {Birmingham City University},
 title = {KnittedKeyboard: Digital Knitting of Electronic Textile Musical Controllers},
 url = {https://www.nime.org/proceedings/2020/nime2020_paper62.pdf},
 year = {2020}
}
"
2013,nime2013_Yang.pdf,nime2013_Yang,Visual Associations in Augmented Keyboard Performance,Qi Yang and Georg Essl,"Visual feedback, interaction, NIME, musical instrument, interaction, augmented keyboard, gesture, Kinect","What is the function of visuals in the design of an augmented keyboardperformance device with projection? We address this question by thinkingthrough the impact of choices made in three examples on notions of locus ofattention, visual anticipation and causal gestalt to articulate a space ofdesign choices. Visuals can emphasize and deemphasize aspects of performanceand help clarify the role input has to the performance. We suggest that thisprocess might help thinking through visual feedback design in NIMEs withrespect to the performer or the audience.",10.5281/zenodo.1178694,"@inproceedings{nime2013_Yang,
 abstract = {What is the function of visuals in the design of an augmented keyboardperformance device with projection? We address this question by thinkingthrough the impact of choices made in three examples on notions of locus ofattention, visual anticipation and causal gestalt to articulate a space ofdesign choices. Visuals can emphasize and deemphasize aspects of performanceand help clarify the role input has to the performance. We suggest that thisprocess might help thinking through visual feedback design in NIMEs withrespect to the performer or the audience.},
 address = {Daejeon, Republic of Korea},
 author = {Qi Yang and Georg Essl},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1178694},
 issn = {2220-4806},
 keywords = {Visual feedback, interaction, NIME, musical instrument, interaction, augmented keyboard, gesture, Kinect},
 month = {May},
 pages = {252--255},
 publisher = {Graduate School of Culture Technology, KAIST},
 title = {Visual Associations in Augmented Keyboard Performance},
 url = {http://www.nime.org/proceedings/2013/nime2013_156.pdf},
 year = {2013}
}
"
2016,nime2016_Laurenzo.pdf,nime2016_Laurenzo,"5500: performance, control, and politics",Tomas Laurenzo,,"In the period between June 2014 and June 2015, at least 5,500
immigrants died trying to reach Europe from Africa while crossing the
Mediterranean Sea.
In this paper we present 5500, a piano performance that is a part of an on-going
project that investigates the incorporation of electrical muscle stimulation
(EMS) into musical performances, with a particular interest in the political
significance of the negotiation of control that arises.
5500 consists of a performance of Beethoven's Sonata Pathétique, where the
pianist's execution is disrupted using computer-controlled electrodes
which stimulate the muscles in his or her arms causing their involuntary
contractions and affecting the final musical result.",10.5281/zenodo.1176058,"@inproceedings{nime2016_Laurenzo,
 abstract = {In the period between June 2014 and June 2015, at least 5,500
immigrants died trying to reach Europe from Africa while crossing the
Mediterranean Sea.
In this paper we present 5500, a piano performance that is a part of an on-going
project that investigates the incorporation of electrical muscle stimulation
(EMS) into musical performances, with a particular interest in the political
significance of the negotiation of control that arises.
5500 consists of a performance of Beethoven's Sonata Path\'{e}tique, where the
pianist's execution is disrupted using computer-controlled electrodes
which stimulate the muscles in his or her arms causing their involuntary
contractions and affecting the final musical result.},
 address = {Brisbane, Australia},
 author = {Tomas Laurenzo},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1176058},
 isbn = {978-1-925455-13-7},
 issn = {2220-4806},
 pages = {36--40},
 publisher = {Queensland Conservatorium Griffith University},
 title = {5500: performance, control, and politics},
 track = {Papers},
 url = {http://www.nime.org/proceedings/2016/nime2016_paper0008.pdf},
 year = {2016}
}
"
2019,nime2019_Granieri.pdf,nime2019_Granieri,Reach: a keyboard-based gesture recognition system for live piano sound modulation,Niccolò Granieri and James Dooley,,"This paper presents Reach, a keyboard-based gesture recog- nition system for live piano sound modulation. Reach is a system built using the Leap Motion Orion SDK, Pure Data and a custom C++ OSC mapper1. It provides control over the sound modulation of an acoustic piano using the pi- anist's ancillary gestures. The system was developed using an iterative design pro- cess, incorporating research findings from two user studies and several case studies. The results that emerged show the potential of recognising and utilising the pianist's existing technique when designing keyboard-based DMIs, reducing the requirement to learn additional techniques.",10.5281/zenodo.3673000,"@inproceedings{nime2019_Granieri,
 abstract = {This paper presents Reach, a keyboard-based gesture recog- nition system for live piano sound modulation. Reach is a system built using the Leap Motion Orion SDK, Pure Data and a custom C++ OSC mapper1. It provides control over the sound modulation of an acoustic piano using the pi- anist's ancillary gestures. The system was developed using an iterative design pro- cess, incorporating research findings from two user studies and several case studies. The results that emerged show the potential of recognising and utilising the pianist's existing technique when designing keyboard-based DMIs, reducing the requirement to learn additional techniques.},
 address = {Porto Alegre, Brazil},
 author = {Niccolò Granieri and James Dooley},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.3673000},
 editor = {Marcelo Queiroz and Anna Xambó Sedó},
 issn = {2220-4806},
 month = {June},
 pages = {375--376},
 publisher = {UFRGS},
 title = {Reach: a keyboard-based gesture recognition system for live piano sound modulation},
 url = {http://www.nime.org/proceedings/2019/nime2019_paper072.pdf},
 year = {2019}
}
"
2007,nime2007_Gruenbaum.pdf,nime2007_Gruenbaum,The Samchillian Tip Tip Tip Cheeepeeeee : A Relativistic Keyboard Instrument,"Gruenbaum, Leon","samchillian, keyboard, MIDI controller, relative, interval, microtonal, computer keyboard, pitch, musical instrument ","Almost all traditional musical instruments have a one-to-one correspondence between a given fingering and the pitch that sounds for that fingering. The Samchillian Tip Tip Tip Cheeepeeeee does not --- it is a keyboard MIDI controller that is based on intervals rather than fixed pitches. That is, a given keypress will sound a pitch a number of steps away from the last note sounded (within the key signature and scale selected) according to the 'delta' value assigned to that key. The advantages of such a system are convenience, speed, and the ability to play difficult, unusual and/or unintended passages extemporaneously. ",10.5281/zenodo.1177103,"@inproceedings{nime2007_Gruenbaum,
 abstract = {Almost all traditional musical instruments have a one-to-one correspondence between a given fingering and the pitch that sounds for that fingering. The Samchillian Tip Tip Tip Cheeepeeeee does not --- it is a keyboard MIDI controller that is based on intervals rather than fixed pitches. That is, a given keypress will sound a pitch a number of steps away from the last note sounded (within the key signature and scale selected) according to the 'delta' value assigned to that key. The advantages of such a system are convenience, speed, and the ability to play difficult, unusual and/or unintended passages extemporaneously. },
 address = {New York City, NY, United States},
 author = {Gruenbaum, Leon},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1177103},
 issn = {2220-4806},
 keywords = {samchillian, keyboard, MIDI controller, relative, interval, microtonal, computer keyboard, pitch, musical instrument },
 pages = {256--259},
 title = {The Samchillian Tip Tip Tip Cheeepeeeee : A Relativistic Keyboard Instrument},
 url = {http://www.nime.org/proceedings/2007/nime2007_256.pdf},
 year = {2007}
}
"
2004,nime2004_Miyashita.pdf,nime2004_Miyashita,Thermoscore: A New-type Musical Score with Temperature Sensation,"Miyashita, Homei and Nishimoto, Kazushi","musical score, improvisation, peltier device, chroma profile","In this paper, we propose Thermoscore, a musical score form-that dynamically alters the temperature of the instrument/player interface. We developed the first version of theThermoscore display by lining Peltier devices on piano keys.The system is controlled by MIDI notes-on messages from anMIDI sequencer, so that a composer can design songs that aresequences of temperature for each piano key. We also discussmethodologies for composing with this system, and suggesttwo approaches. The first is to make desirable keys (or otherkeys) hot. The second one uses chroma-profile, that is, a radarchart representation of the frequency of pitch notations in the-piece. By making keys of the same chroma hot in reverse proportion to the value of the chroma-profile, it is possible to-constrain the performer's improvisation and to bring the tonality space close to a certain piece.",10.5281/zenodo.1176637,"@inproceedings{nime2004_Miyashita,
 abstract = {In this paper, we propose Thermoscore, a musical score form-that dynamically alters the temperature of the instrument/player interface. We developed the first version of theThermoscore display by lining Peltier devices on piano keys.The system is controlled by MIDI notes-on messages from anMIDI sequencer, so that a composer can design songs that aresequences of temperature for each piano key. We also discussmethodologies for composing with this system, and suggesttwo approaches. The first is to make desirable keys (or otherkeys) hot. The second one uses chroma-profile, that is, a radarchart representation of the frequency of pitch notations in the-piece. By making keys of the same chroma hot in reverse proportion to the value of the chroma-profile, it is possible to-constrain the performer's improvisation and to bring the tonality space close to a certain piece.},
 address = {Hamamatsu, Japan},
 author = {Miyashita, Homei and Nishimoto, Kazushi},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1176637},
 issn = {2220-4806},
 keywords = {musical score, improvisation, peltier device, chroma profile},
 pages = {104--107},
 title = {Thermoscore: A New-type Musical Score with Temperature Sensation},
 url = {http://www.nime.org/proceedings/2004/nime2004_104.pdf},
 year = {2004}
}
"
2020,nime2020_80.pdf,nime2020_80,Augmented Piano in Augmented Reality,"Santini, Giovanni ",,"Augmented instruments have been a widely explored research topic since the late 80s. The possibility to use sensors for providing an input for sound processing/synthesis units let composers and sound artist open up new ways for experimentation. Augmented Reality, by rendering virtual objects in the real world and by making those objects interactive (via some sensor-generated input), provides a new frame for this research field. In fact, the 3D visual feedback, delivering a precise indication of the spatial configuration/function of each virtual interface, can make the instrumental augmentation process more intuitive for the interpreter and more resourceful for a composer/creator: interfaces can change their behavior over time, can be reshaped, activated or deactivated. Each of these modifications can be made obvious to the performer by using strategies of visual feedback. In addition, it is possible to accurately sample space and to map it with differentiated functions. Augmenting interfaces can also be considered a visual expressive tool for the audience and designed accordingly: the performer’s point of view (or another point of view provided by an external camera) can be mirrored to a projector. This article will show some example of different designs of AR piano augmentation from the composition Studi sulla realtà nuova.",10.5281/zenodo.4813449,"@inproceedings{nime2020_80,
 abstract = {Augmented instruments have been a widely explored research topic since the late 80s. The possibility to use sensors for providing an input for sound processing/synthesis units let composers and sound artist open up new ways for experimentation. Augmented Reality, by rendering virtual objects in the real world and by making those objects interactive (via some sensor-generated input), provides a new frame for this research field. In fact, the 3D visual feedback, delivering a precise indication of the spatial configuration/function of each virtual interface, can make the instrumental augmentation process more intuitive for the interpreter and more resourceful for a composer/creator: interfaces can change their behavior over time, can be reshaped, activated or deactivated. Each of these modifications can be made obvious to the performer by using strategies of visual feedback. In addition, it is possible to accurately sample space and to map it with differentiated functions. Augmenting interfaces can also be considered a visual expressive tool for the audience and designed accordingly: the performer’s point of view (or another point of view provided by an external camera) can be mirrored to a projector. This article will show some example of different designs of AR piano augmentation from the composition Studi sulla realtà nuova.},
 address = {Birmingham, UK},
 author = {Santini, Giovanni },
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.4813449},
 editor = {Romain Michon and Franziska Schroeder},
 issn = {2220-4806},
 month = {July},
 pages = {411--415},
 presentation-video = {https://youtu.be/3HBWvKj2cqc},
 publisher = {Birmingham City University},
 title = {Augmented Piano in Augmented Reality},
 url = {https://www.nime.org/proceedings/2020/nime2020_paper80.pdf},
 year = {2020}
}
"
2019,nime2019_VanTroyer.pdf,nime2019_VanTroyer,From Mondrian to Modular Synth: Rendering NIME using Generative Adversarial Networks,Akito Van Troyer and Rebecca Kleinberger,,"This paper explores the potential of image-to-image translation techniques in aiding the design of new hardware-based musical interfaces such as MIDI keyboard, grid-based controller, drum machine, and analog modular synthesizers. We collected an extensive image database of such interfaces and implemented image-to-image translation techniques using variants of Generative Adversarial Networks. The created models learn the mapping between input and output images using a training set of either paired or unpaired images. We qualitatively assess the visual outcomes based on three image-to-image translation models: reconstructing interfaces from edge maps, and collection style transfers based on two image sets: visuals of mosaic tile patterns and geometric abstract two-dimensional arts. This paper aims to demonstrate that synthesizing interface layouts based on image-to-image translation techniques can yield insights for researchers, musicians, music technology industrial designers, and the broader NIME community.",10.5281/zenodo.3672956,"@inproceedings{nime2019_VanTroyer,
 abstract = {This paper explores the potential of image-to-image translation techniques in aiding the design of new hardware-based musical interfaces such as MIDI keyboard, grid-based controller, drum machine, and analog modular synthesizers. We collected an extensive image database of such interfaces and implemented image-to-image translation techniques using variants of Generative Adversarial Networks. The created models learn the mapping between input and output images using a training set of either paired or unpaired images. We qualitatively assess the visual outcomes based on three image-to-image translation models: reconstructing interfaces from edge maps, and collection style transfers based on two image sets: visuals of mosaic tile patterns and geometric abstract two-dimensional arts. This paper aims to demonstrate that synthesizing interface layouts based on image-to-image translation techniques can yield insights for researchers, musicians, music technology industrial designers, and the broader NIME community.},
 address = {Porto Alegre, Brazil},
 author = {Akito Van Troyer and Rebecca Kleinberger},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.3672956},
 editor = {Marcelo Queiroz and Anna Xambó Sedó},
 issn = {2220-4806},
 month = {June},
 pages = {272--277},
 publisher = {UFRGS},
 title = {From Mondrian to Modular Synth: Rendering {NIME} using Generative Adversarial Networks},
 url = {http://www.nime.org/proceedings/2019/nime2019_paper052.pdf},
 year = {2019}
}
"
2015,nime2015_spapetti.pdf,nime2015_spapetti,Multi-point vibrotactile feedback for an expressive musical interface,Stefano Papetti and Sébastien Schiesser and Martin Fröhlich,,"This paper describes the design of a hardware/software system for rendering multi-point, localized vibrotactile feedback in a multi-touch musical interface. A prototype was developed, based on the Madrona Labs Soundplane, which was chosen for it provides easy access to multi-touch data, including force, and its easily expandable layered construction. The proposed solution makes use of several piezo actuator discs, densely arranged in a honeycomb pattern on a thin PCB layer. Based on off-the-shelf components, custom amplifying and routing electronics were designed to drive each piezo element with standard audio signals. Features, as well as electronic and mechanical issues of the current prototype are discussed.",10.5281/zenodo.1179152,"@inproceedings{nime2015_spapetti,
 abstract = {This paper describes the design of a hardware/software system for rendering multi-point, localized vibrotactile feedback in a multi-touch musical interface. A prototype was developed, based on the Madrona Labs Soundplane, which was chosen for it provides easy access to multi-touch data, including force, and its easily expandable layered construction. The proposed solution makes use of several piezo actuator discs, densely arranged in a honeycomb pattern on a thin PCB layer. Based on off-the-shelf components, custom amplifying and routing electronics were designed to drive each piezo element with standard audio signals. Features, as well as electronic and mechanical issues of the current prototype are discussed.},
 address = {Baton Rouge, Louisiana, USA},
 author = {Stefano Papetti and S\'ebastien Schiesser and Martin Fr\''ohlich},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1179152},
 editor = {Edgar Berdahl and Jesse Allison},
 issn = {2220-4806},
 month = {May},
 pages = {235--240},
 publisher = {Louisiana State University},
 title = {Multi-point vibrotactile feedback for an expressive musical interface},
 url = {http://www.nime.org/proceedings/2015/nime2015_118.pdf},
 year = {2015}
}
"
2018,nime2018_Lepri.pdf,nime2018_Lepri,"Mirroring the past, from typewriting to interactive art: an approach to the re-design of a vintage technology",Giacomo Lepri and Andrew P. McPherson,,"Obsolete and old technologies are often used in interactive art and music performance. DIY practices such as hardware hacking and circuit bending provide
effective methods to the integration of old machines into new artistic inventions. This paper presents the Cembalo Scrivano .1, an interactive audio-visual installation based on an augmented typewriter. Borrowing concepts from media archaeology studies, tangible interaction design and digital lutherie, we discuss how investigations into the historical and cultural evolution of a technology can suggest directions for the regeneration of obsolete objects. The design approach outlined focuses on the remediation of an old device and aims to evoke cultural and physical properties associated to the source object.",10.5281/zenodo.1302601,"@inproceedings{nime2018_Lepri,
 abstract = {Obsolete and old technologies are often used in interactive art and music performance. DIY practices such as hardware hacking and circuit bending provide
effective methods to the integration of old machines into new artistic inventions. This paper presents the Cembalo Scrivano .1, an interactive audio-visual installation based on an augmented typewriter. Borrowing concepts from media archaeology studies, tangible interaction design and digital lutherie, we discuss how investigations into the historical and cultural evolution of a technology can suggest directions for the regeneration of obsolete objects. The design approach outlined focuses on the remediation of an old device and aims to evoke cultural and physical properties associated to the source object.},
 address = {Blacksburg, Virginia, USA},
 author = {Giacomo Lepri and Andrew P. McPherson},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1302601},
 editor = {Luke Dahl, Douglas Bowman, Thomas Martin},
 isbn = {978-1-949373-99-8},
 issn = {2220-4806},
 month = {June},
 pages = {328--333},
 publisher = {Virginia Tech},
 title = {Mirroring the past, from typewriting to interactive art: an approach to the re-design of a vintage technology},
 url = {http://www.nime.org/proceedings/2018/nime2018_paper0069.pdf},
 year = {2018}
}
"
2008,nime2008_Barbosa.pdf,nime2008_Barbosa,Ten-Hand Piano : A Networked Music Installation,"Barbosa, Àlvaro","algorithmic composition,behavioral driven,electronic music instruments,interfaces,network music instruments,nime08,performance,public music,real-time collaborative,sound","This paper presents the latest developments of the Public Sound Objects (PSOs) system, an experimental framework to implement and test new concepts for Networked Music. The project of a Public interactive installation using the PSOs system was commissioned in 2007 by Casa da Musica, the main concert hall space in Porto. It resulted in a distributed musical structure with up to ten interactive performance terminals distributed along the Casa da Musica's hallways, collectively controlling a shared acoustic piano. The installation allows the visitors to collaborate remotely with each other, within the building, using a software interface custom developed to facilitate collaborative music practices and with no requirements in terms previous knowledge of musical performance. ",10.5281/zenodo.1179487,"@inproceedings{nime2008_Barbosa,
 abstract = {This paper presents the latest developments of the Public Sound Objects (PSOs) system, an experimental framework to implement and test new concepts for Networked Music. The project of a Public interactive installation using the PSOs system was commissioned in 2007 by Casa da Musica, the main concert hall space in Porto. It resulted in a distributed musical structure with up to ten interactive performance terminals distributed along the Casa da Musica's hallways, collectively controlling a shared acoustic piano. The installation allows the visitors to collaborate remotely with each other, within the building, using a software interface custom developed to facilitate collaborative music practices and with no requirements in terms previous knowledge of musical performance. },
 address = {Genoa, Italy},
 author = {Barbosa, \`{A}lvaro},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1179487},
 issn = {2220-4806},
 keywords = {algorithmic composition,behavioral driven,electronic music instruments,interfaces,network music instruments,nime08,performance,public music,real-time collaborative,sound},
 pages = {9--12},
 title = {Ten-Hand Piano : A Networked Music Installation},
 url = {http://www.nime.org/proceedings/2008/nime2008_009.pdf},
 year = {2008}
}
"
2014,nime2014_pdahlstedt.pdf,nime2014_pdahlstedt,Circle Squared and Circle Keys Performing on and with an Unstable Live Algorithm for the Disklavier,Palle Dahlstedt,,"Two related versions of an unstable live algorithm for the Disklavier player piano are presented. The underlying generative feedback system consists of four virtual musicians, listening to each other in a circular configuration. There is no temporal form, and all parameters of the system are controlled by the performer through an intricate but direct mapping, in an attempt to combine the experienced musician's physical control of gesture and phrasing, with the structural complexities and richness of generative music. In the first version, Circle Squared, the interface is an array of pressure sensors, and the performer performs on the system without participating directly, like a puppet master. In the second version, control parameters are derived directly from playing on the same piano that performs the output of the system. Here, the performer both plays with and on the system in an intricate dance with the unpredictable output of the unstable virtual ensemble. The underlying mapping strategies are presented, together with the structure of the generative system. Experiences from a series of performances are discussed, primarily from the perspective of the improvising musician.",10.5281/zenodo.1178740,"@inproceedings{nime2014_pdahlstedt,
 abstract = {Two related versions of an unstable live algorithm for the Disklavier player piano are presented. The underlying generative feedback system consists of four virtual musicians, listening to each other in a circular configuration. There is no temporal form, and all parameters of the system are controlled by the performer through an intricate but direct mapping, in an attempt to combine the experienced musician's physical control of gesture and phrasing, with the structural complexities and richness of generative music. In the first version, Circle Squared, the interface is an array of pressure sensors, and the performer performs on the system without participating directly, like a puppet master. In the second version, control parameters are derived directly from playing on the same piano that performs the output of the system. Here, the performer both plays with and on the system in an intricate dance with the unpredictable output of the unstable virtual ensemble. The underlying mapping strategies are presented, together with the structure of the generative system. Experiences from a series of performances are discussed, primarily from the perspective of the improvising musician.},
 address = {London, United Kingdom},
 author = {Palle Dahlstedt},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1178740},
 issn = {2220-4806},
 month = {June},
 pages = {114--117},
 publisher = {Goldsmiths, University of London},
 title = {Circle Squared and Circle Keys Performing on and with an Unstable Live Algorithm for the Disklavier},
 url = {http://www.nime.org/proceedings/2014/nime2014_534.pdf},
 year = {2014}
}
"
2017,nime2017_mjensen.pdf,nime2017_mjensen,A low-cost MRI compatible keyboard,Martin Snejbjerg Jensen and Ole Adrian Heggli and Patricia Alves Da Mota and Peter Vuust,,"Neuroimaging is a powerful tool to explore how and why humans engage in music. Magnetic resonance imaging (MRI) has allowed us to identify brain networks and regions implicated in a range of cognitive tasks including music perception and performance. However, MRI-scanners are noisy and cramped, presenting a challenging environment for playing an instrument. Here, we present an MRI-compatible polyphonic keyboard with a materials cost of 850 USD, designed and tested for safe use in 3T (three Tesla) MRI-scanners. We describe design considerations, and prior work in the field. In addition, we provide recommendations for future designs and comment on the possibility of using the keyboard in magnetoencephalography (MEG) systems. Preliminary results indicate a comfortable playing experience with no disturbance of the imaging process.",10.5281/zenodo.1176240,"@inproceedings{nime2017_mjensen,
 abstract = {Neuroimaging is a powerful tool to explore how and why humans engage in music. Magnetic resonance imaging (MRI) has allowed us to identify brain networks and regions implicated in a range of cognitive tasks including music perception and performance. However, MRI-scanners are noisy and cramped, presenting a challenging environment for playing an instrument. Here, we present an MRI-compatible polyphonic keyboard with a materials cost of 850 USD, designed and tested for safe use in 3T (three Tesla) MRI-scanners. We describe design considerations, and prior work in the field. In addition, we provide recommendations for future designs and comment on the possibility of using the keyboard in magnetoencephalography (MEG) systems. Preliminary results indicate a comfortable playing experience with no disturbance of the imaging process.},
 address = {Copenhagen, Denmark},
 author = {Martin Snejbjerg Jensen and Ole Adrian Heggli and Patricia Alves Da Mota and Peter Vuust},
 booktitle = {Proceedings of the International Conference on New Interfaces for Musical Expression},
 doi = {10.5281/zenodo.1176240},
 issn = {2220-4806},
 pages = {257--260},
 publisher = {Aalborg University Copenhagen},
 title = {A low-cost MRI compatible keyboard},
 url = {http://www.nime.org/proceedings/2017/nime2017_paper0048.pdf},
 year = {2017}
}
"
